entity_id,canonical_entity,entity_type,review_status,total_count,chapters,extraction_methods,notes
unclassified__installer_in_charge,Installer In Charge,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__intelligence_branch,Intelligence Branch,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__intelligence_medal,Intelligence Medal,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__intelligence_service,Intelligence Service,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__intelligence_services,Intelligence Services,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__intermountain_international_relations_clubs,Intermountain International Relations Clubs,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__international_affairs,"International
Affairs",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__international_relations,International Relations,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__international_relations_club,International Relations Club,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__international_relations_clubs,International Relations Clubs,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__isla_patrulla,Isla Patrulla,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__italian_alps,Italian Alps,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jack_a_packer,Jack A. Packer,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jack_maury,Jack Maury,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jacques_richardson,Jacques Richardson,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__james_fletcher,James Fletcher,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__james_schlesinger,James Schlesinger,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__james_w_dyer,James W. Dyer,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__janeiro_mission,Janeiro Mission,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__japanese_mainland,Japanese Mainland,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jardin_botanico,Jardin Botanico,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jay_jeppsen,"Jay
Jeppsen",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jay_jeppsen,Jay Jeppsen,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jerry_miller,Jerry Miller,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jess_nixon,Jess Nixon,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jim_burson,Jim Burson,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jockey_club,Jockey Club,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__john_roosevelt,"John
Roosevelt",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__john_f_widtsoe,John F. Widtsoe,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__john_kennedy,John Kennedy,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__john_roosevelt,John Roosevelt,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__jonas_salk,Jonas Salk,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__joseph_smith,"Joseph
Smith",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__joseph_v_stalin,Joseph V. Stalin,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__julian_lowes,Julian Lowes,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__julliard_school,Julliard School,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__kay_bowen,Kay Bowen,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__kay_young,Kay Young,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__keith_schofield,Keith Schofield,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__ken_hampton,Ken Hampton,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__kensington_rd,Kensington Rd,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__kent_crowther,Kent Crowther,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__king_st,"King
St",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__klaus_fuchs,"Klaus
Fuchs",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__korean_war,Korean War,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__labor_day,Labor Day,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lake_chiemsee,Lake Chiemsee,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lake_city,Lake City,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lake_constance,Lake Constance,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lake_tegernsee,Lake Tegernsee,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__langley_high,Langley High,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__laraine_day,Laraine Day,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__las_vegas,Las Vegas,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__latin_american,"Latin
American",Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__latter_day_saints,Latter Day Saints,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__leadership_systems,Leadership Systems,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lee_harvey_oswald,Lee Harvey Oswald,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lee_oswald,Lee Oswald,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lela_kimball,Lela Kimball,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lend_lease,Lend Lease,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__leo_durocher,"Leo
Durocher",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__leo_wadsworth,Leo Wadsworth,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__les_raty,Les Raty,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lester_allan_harris,"Lester Allan
Harris",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__limhi_rivers,Limhi Rivers,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lincoln_memorial,"Lincoln
Memorial",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lincoln_memorial,Lincoln Memorial,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__little_sight,Little Sight,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__logan_temple,Logan Temple,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__lopez_quintas,Lopez Quintas,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__louis_f_nuffer,Louis F. Nuffer,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__macy_associates,"Macy
Associates",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__main_st,"Main
St",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__major_andre,Major Andre,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__manhattan_ward,Manhattan Ward,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__margaret_thomas,Margaret Thomas,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__marianas_islands,Marianas Islands,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__marie_gray,Marie Gray,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__marion_jones,Marion Jones,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__mark_twain,Mark Twain,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__maronias_branch,Maronias Branch,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__marriot_corporation,Marriot Corporation,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__martin_harris,"Martin
Harris",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__marvin_green,Marvin Green,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__mary_brescia,Mary Brescia,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__may_day,May Day,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__meat_market,"Meat
Market",Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__mel_mabey,Mel Mabey,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__memorial_day,Memorial Day,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__mesa_city,Mesa City,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__metropole_hotel,"Metropole
Hotel",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__michael_sherrill,Michael Sherrill,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__middle_east,"Middle
East",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__milan_smith,Milan Smith,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__military_intelligence_directorate,Military Intelligence Directorate,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__miss_america,Miss America,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__miss_washington,Miss Washington,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__mississippi_river,Mississippi River,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__model_a_ford,Model A Ford,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__moir_bowman,Moir Bowman,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__mormon_tabernacle_choir,Mormon Tabernacle Choir,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__morris_ave,Morris Ave,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__moscow_station,Moscow Station,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__my_boy_scout,My Boy Scout,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__my_college_years,My College Years,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__my_uncle_henry,My Uncle Henry,Unclassified,candidate,2,1; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__nad_peterson,Nad Peterson,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__national_wildlife_association,"National
Wildlife Association",Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__national_security_agency,National Security Agency,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__nationalnaya_trudovoya_soyuz,Nationalnaya Trudovoya Soyuz,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__nato_supreme_commander,Nato Supreme Commander,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__neil_armstrong,Neil Armstrong,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__neu_schwanstein,Neu Schwanstein,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_city,"New

York City",Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york,"New
York",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_city,"New
York City",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_world,"New
York World",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_jersey,New Jersey,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_mexico,New Mexico,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_year,New Year,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_mets,New York Mets,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_times,New York Times,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_university,New York University,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__new_york_world,New York World,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__niagara_falls,"Niagara
Falls",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__niagara_falls,Niagara Falls,Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__nola_lowe,Nola Lowe,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__north_korean,"North
Korean",Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__north_atlantic,North Atlantic,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__north_atlantic_treaty_organization,North Atlantic Treaty Organization,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__notre_dame,Notre Dame,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__oliver_cowdery,Oliver Cowdery,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__on_christmas_day,"On Christmas
Day",Unclassified,candidate,2,7; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__on_dec,On Dec,Unclassified,candidate,2,2; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__on_new_year,On New Year,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__one_thanksgiving,"One
Thanksgiving",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__opposing_truman,Opposing Truman,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__our_world_war,Our World War,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__pam_jeppsen,Pam Jeppsen,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__parana_river,Parana River,Unclassified,candidate,2,6; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__park_arlington_apartments,"Park
Arlington Apartments",Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__park_avenue,Park Avenue,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__pearl_harbor,"Pearl
Harbor",Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__personel_management_staff,Personel Management Staff,Unclassified,candidate,2,9; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__personnel_evaluation,Personnel Evaluation,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__personnel_management_staff,"Personnel Management
Staff",Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__petroleum_exporting_countries,"Petroleum Exporting
Countries",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__philip_moseley,Philip Moseley,Unclassified,candidate,2,4; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__philippine_liberation_ribbon,Philippine Liberation Ribbon,Unclassified,candidate,2,3; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__plans_directorate,Plans Directorate,Unclassified,candidate,2,10; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__policy_coordination,Policy Coordination,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__political_section,Political Section,Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__post_exchange,Post Exchange,Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__potomac_river,"Potomac
River",Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__potomac_creek,Potomac Creek,Unclassified,candidate,2,11; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__president_eisenhower,"President
Eisenhower",Unclassified,candidate,2,5; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
unclassified__president_richard_nixon,"President
Richard Nixon",Unclassified,candidate,2,8; 12,capitalized_phrase_regex,"Capitalized phrase candidate. Review manually and classify as Person, Place, Organization, Event, or discard."
